chr	start	end	eigen	domain
chr1	0	99999	-0.0797651359953301	open
chr1	500000	599999	-0.0934556531186869	open
chr1	600000	699999	-0.00579787518125743	open
chr1	700000	799999	0.161874989879939	closed
chr1	800000	899999	0.310837252363051	closed
chr1	900000	999999	0.371023031918777	closed
chr1	1000000	1099999	0.253797899947049	closed
chr1	1100000	1199999	0.033214817294844	closed
chr1	1200000	1299999	-0.276358457838436	open
chr1	1300000	1399999	-0.353336217409933	open
chr1	1400000	1499999	-0.423491276071217	open
chr1	1500000	1599999	-0.569613626604116	open
chr1	1600000	1699999	-0.526143184186073	open
chr1	1700000	1799999	-0.61001820914253	open
chr1	1800000	1899999	-0.633185152824945	open
chr1	1900000	1999999	-0.539199689252758	open
chr1	2000000	2099999	-0.507708682884388	open
chr1	2100000	2199999	-0.575318844365862	open
chr1	2200000	2299999	-0.569463287258339	open
chr1	2300000	2399999	-0.424397038299445	open
chr1	2400000	2499999	-0.35652860511241	open
chr1	2500000	2599999	-0.0801084054067883	open
chr1	2600000	2699999	0.211707574014364	closed
chr1	2700000	2799999	0.325017732240049	closed
chr1	2800000	2899999	0.570832103501857	closed
chr1	2900000	2999999	0.71499533305243	closed
chr1	3000000	3099999	0.77911770653991	closed
chr1	3100000	3199999	0.734267620089228	closed
chr1	3200000	3299999	0.565083057886948	closed
chr1	3300000	3399999	0.305726483234193	closed
chr1	3400000	3499999	-0.0303438081473402	open
chr1	3500000	3599999	-0.215381996962226	open
chr1	3600000	3699999	-0.327810765972609	open
chr1	3700000	3799999	-0.304001259319575	open
chr1	3800000	3899999	-0.0898588669452471	open
chr1	4000000	4099999	0.198556869777031	closed
chr1	4100000	4199999	0.463212229071133	closed
chr1	4200000	4299999	0.641498813384173	closed
chr1	4300000	4399999	0.693652377563535	closed
chr1	4400000	4499999	0.650596838875731	closed
chr1	4500000	4599999	0.603702358628616	closed
chr1	4600000	4699999	0.608041723193794	closed
chr1	4700000	4799999	0.680274978564411	closed
chr1	4800000	4899999	0.730943891865814	closed
chr1	4900000	4999999	0.828993939460128	closed
chr1	5000000	5099999	0.866996197958482	closed
chr1	5100000	5199999	0.822750874266634	closed
chr1	5200000	5299999	0.769219632882913	closed
